date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:32:09	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2007%20Feb%202020%2014:32:06%20GMT	https://i.imgur.com/GM2mRfA.png	C:/Users/Kythyria/Downloads/httrack-mirrors/paydaymods/i.imgur.com/GM2mRfA.22.delayed	(from http://paydaymods.com/mods/)
14:32:10	9854/9854	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2014:32:06%20GMT	http://paydaymods.com/mods/455/assaultstates	C:/Users/Kythyria/Downloads/httrack-mirrors/paydaymods/paydaymods.com/mods/455/assaultstates.html	(from http://paydaymods.com/mods/)
14:32:12	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2007%20Feb%202020%2014:32:07%20GMT	http://i.imgur.com/ueB5jtz.png	C:/Users/Kythyria/Downloads/httrack-mirrors/paydaymods/i.imgur.com/ueB5jtz.24.delayed	(from http://paydaymods.com/mods/)
14:32:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2007%20Feb%202020%2014:32:11%20GMT	http://i.imgur.com/3G3kXgS.png	C:/Users/Kythyria/Downloads/httrack-mirrors/paydaymods/i.imgur.com/3G3kXgS.26.delayed	(from http://paydaymods.com/mods/)
14:32:14	7663/7663	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2014:32:10%20GMT	http://paydaymods.com/mods/29/AFSoundFix	C:/Users/Kythyria/Downloads/httrack-mirrors/paydaymods/paydaymods.com/mods/29/AFSoundFix.html	(from http://paydaymods.com/mods/)
14:32:15	10444/10444	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Feb%202020%2014:32:11%20GMT	http://paydaymods.com/mods/522/AFSF2	C:/Users/Kythyria/Downloads/httrack-mirrors/paydaymods/paydaymods.com/mods/522/AFSF2.html	(from http://paydaymods.com/mods/)
14:32:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202020%2014:32:12%20GMT	http://imgur.com/8WLjRtj.png	C:/Users/Kythyria/Downloads/httrack-mirrors/paydaymods/imgur.com/8WLjRtj.28.delayed	(from http://paydaymods.com/mods/)
14:32:16	6503984/6503984	---M--	200	added ('OK')	application/octet-stream	etag:%220x8D630E9FBD56168%22	https://download.microsoft.com/download/2/E/6/2E61CFA4-993B-4DD4-91DA-3737CD5CD6E3/vcredist_x86.exe	C:/Users/Kythyria/Downloads/httrack-mirrors/paydaymods/download.microsoft.com/download/2/E/6/2E61CFA4-993B-4DD4-91DA-3737CD5CD6E3/vcredist_x86.exe	(from http://paydaymods.com/download/)
14:32:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Feb%202020%2014:32:14%20GMT	https://imgur.com/8WLjRtj.png	C:/Users/Kythyria/Downloads/httrack-mirrors/paydaymods/imgur.com/8WLjRtj.29.delayed	(from http://paydaymods.com/mods/)
14:32:18	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2007%20Feb%202020%2014:32:15%20GMT	https://i.imgur.com/8WLjRtj.png	C:/Users/Kythyria/Downloads/httrack-mirrors/paydaymods/i.imgur.com/8WLjRtj.2a.delayed	(from http://paydaymods.com/mods/)
